,DEPT,Pred_DTC
0,682.3,114.79201560416772
1,682.4,115.0257121836849
2,682.5,115.39039662893872
3,682.6,115.86685330637965
4,682.7,115.75591023931949
5,682.8,117.13268169972399
6,682.9,117.13268169972399
7,683.0,117.1258024980535
8,683.1,118.52841786122026
9,683.2,118.01537457686486
10,683.3,117.44381462646948
11,683.4,118.28786478452585
12,683.5,119.10336207800401
13,683.6,119.3004676074324
14,683.7,119.71930083477835
15,683.8,120.75083401950937
16,683.9,122.38532604159587
17,684.0,121.78616726916127
18,684.1,122.26679060748397
19,684.2,121.99008660287852
20,684.3,121.99574571779313
21,684.4,121.88545374441041
22,684.5,123.3430896601661
23,684.6,121.65157592090638
24,684.7,121.06590492441242
25,684.8,121.27461490207591
26,684.9,121.0323866178462
27,685.0,120.35845606616351
28,685.1,120.35845606616351
29,685.2,120.99525474773391
30,685.3,121.18909602560451
31,685.4,122.67590998375066
32,685.5,122.33260865783228
33,685.6,122.57925390001387
34,685.7,122.45495710157934
35,685.8,121.36630140510003
36,685.9,120.28752392386932
37,686.0,118.93107630054108
38,686.1,116.77278140106174
39,686.2,115.62828308132643
40,686.3,116.3099734379047
41,686.4,116.2151406996296
42,686.5,116.47668767933291
43,686.6,116.47668767933291
44,686.7,116.47668767933291
45,686.8,116.47668767933291
46,686.9,116.42127272306338
47,687.0,116.42127272306338
48,687.1,116.31560287918373
49,687.2,116.42127272306338
50,687.3,116.42127272306338
51,687.4,116.48861127925088
52,687.5,117.55291587259381
53,687.6,117.55291587259381
54,687.7,117.51310125559142
55,687.8,117.51310125559142
56,687.9,116.39338170597895
57,688.0,116.41333368717913
58,688.1,116.35509308630341
59,688.2,116.17963382949645
60,688.3,116.23787443037217
61,688.4,116.34786325771077
62,688.5,116.34786325771077
63,688.6,116.34786325771077
64,688.7,116.42127272306338
65,688.8,116.42127272306338
66,688.9,116.42127272306338
67,689.0,116.41520181389826
68,689.1,116.41520181389826
69,689.2,116.41520181389826
70,689.3,116.34786325771077
71,689.4,116.43270896227419
72,689.5,116.25399094875863
73,689.6,116.1842052893271
74,689.7,116.1842052893271
75,689.8,116.41931120579326
76,689.9,116.81140996731368
77,690.0,116.51495742631847
78,690.1,116.22380957811332
79,690.2,116.12668607473788
80,690.3,116.02708111610778
81,690.4,116.06826136401428
82,690.5,116.17958869875741
83,690.6,116.37154613465268
84,690.7,116.37154613465268
85,690.8,116.19608687784572
86,690.9,116.29966387629018
87,691.0,116.17958869875741
88,691.1,116.31129281692228
89,691.2,116.41696266080193
90,691.3,116.32173308753
91,691.4,116.35223864306894
92,691.5,116.33747938900227
93,691.6,116.02708111610778
94,691.7,116.02708111610778
95,691.8,115.56411891120152
96,691.9,115.56411891120152
97,692.0,115.66616870265587
98,692.1,116.01373995027214
99,692.2,115.52110498123075
100,692.3,114.92178390646079
101,692.4,114.26954090515774
102,692.5,114.29921366929287
103,692.6,116.0578415207147
104,692.7,116.05822389805492
105,692.8,116.3331040036441
106,692.9,116.34786325771077
107,693.0,116.41520181389826
108,693.1,116.34786325771077
109,693.2,116.43270896227419
110,693.3,116.0836721447671
111,693.4,113.80700649339512
112,693.5,112.66771861156191
113,693.6,111.5642968198567
114,693.7,111.98796251171052
115,693.8,112.75862920137489
116,693.9,113.68413858661812
117,694.0,114.86222070011064
118,694.1,116.11378477618365
119,694.2,116.05822389805492
120,694.3,116.05822389805492
121,694.4,116.05822389805492
122,694.5,116.34396280585953
123,694.6,116.38570522764695
124,694.7,116.34396280585953
125,694.8,116.04458224056815
126,694.9,116.2612217452816
127,695.0,116.3166058245558
128,695.1,116.40220340673525
129,695.2,116.49272522201368
130,695.3,116.56006377820117
131,695.4,116.84786934064051
132,695.5,116.77876993754936
133,695.6,116.77876993754936
134,695.7,116.77988625915208
135,695.8,116.41520181389826
136,695.9,115.89973394432965
137,696.0,116.15047467735522
138,696.1,116.3331040036441
139,696.2,116.34786325771077
140,696.3,116.34786325771077
141,696.4,116.34786325771077
142,696.5,116.34786325771077
143,696.6,116.27486340276837
144,696.7,116.0578415207147
145,696.8,116.08558314793483
146,696.9,115.45852044594474
147,697.0,116.0578415207147
148,697.1,116.01373995027214
149,697.2,116.01373995027214
150,697.3,116.04458224056815
151,697.4,116.01373995027214
152,697.5,115.98406718613701
153,697.6,115.98406718613701
154,697.7,116.1136816436593
155,697.8,116.2132866022894
156,697.9,116.12826203385815
157,698.0,116.3449015385716
158,698.1,116.3608267039117
159,698.2,116.04458224056815
160,698.3,115.89315659632403
161,698.4,114.61604283456928
162,698.5,113.8496144894938
163,698.6,113.78857009194525
164,698.7,113.8496144894938
165,698.8,113.8496144894938
166,698.9,114.5565245111026
167,699.0,114.72030298467672
168,699.1,114.8062774446417
169,699.2,115.45852044594474
170,699.3,116.4214096443658
171,699.4,116.70697068966889
172,699.5,116.70697068966889
173,699.6,116.693846482689
174,699.7,116.00538705147
175,699.8,115.77005648832343
176,699.9,115.89973394432965
177,700.0,116.34786325771077
178,700.1,116.24581346625642
179,700.2,116.24581346625642
180,700.3,116.14014362237677
181,700.4,115.86526351678759
182,700.5,115.86488113944738
183,700.6,114.50179291772766
184,700.7,114.33801444415353
185,700.8,113.43512301395357
186,700.9,113.65363308090264
187,701.0,114.46129493783067
188,701.1,114.3370240242597
189,701.2,115.10067923528119
190,701.3,115.72554999573289
191,701.4,115.87208373497002
192,701.5,116.17963382949645
193,701.6,116.1469638405592
194,701.7,116.04491404910485
195,701.8,116.04491404910485
196,701.9,116.04491404910485
197,702.0,116.04491404910485
198,702.1,116.04491404910485
199,702.2,116.25263368443885
200,702.3,116.1505838929845
201,702.4,116.0672578840024
202,702.5,116.0672578840024
203,702.6,116.63359707934066
204,702.7,116.78426164451025
205,702.8,116.6822118530559
206,702.9,116.41957719925644
207,703.0,116.35223864306894
208,703.1,116.35223864306894
209,703.2,116.24656879918929
210,703.3,116.14014362237677
211,703.4,116.12364544328847
212,703.5,116.50371174602786
213,703.6,116.77239223490244
214,703.7,117.28838027656325
215,703.8,116.90610906992198
216,703.9,116.38470228227489
217,704.0,116.28500558667967
218,704.1,116.57991676996959
219,704.2,116.40445751316263
220,704.3,116.44390258954327
221,704.4,116.69713288151962
222,704.5,116.41514117197592
223,704.6,116.00717007339986
224,704.7,115.89071176349978
225,704.8,115.87697853969807
226,704.9,115.26584100304808
227,705.0,114.69972262785929
228,705.1,115.35196562916234
229,705.2,115.44258245011866
230,705.3,115.42249971655265
231,705.4,115.4034925459197
232,705.5,115.86526351678759
233,705.6,116.04072277359455
234,705.7,116.02708111610778
235,705.8,115.83295723709038
236,705.9,114.61359800174503
237,706.0,114.51593339082163
238,706.1,114.39625648769007
239,706.2,113.58849642644606
240,706.3,113.49336505749011
241,706.4,114.39625648769007
242,706.5,114.43225359753163
243,706.6,115.16623604441799
244,706.7,115.92282936045916
245,706.8,116.04458224056815
246,706.9,116.04458224056815
247,707.0,116.3302783590379
248,707.1,116.20277563182555
249,707.2,116.4032782139803
250,707.3,116.34786325771077
251,707.4,116.34786325771077
252,707.5,116.24581346625642
253,707.6,116.24581346625642
254,707.7,116.24581346625642
255,707.8,116.14014362237677
256,707.9,116.06826136401428
257,708.0,116.02708111610778
258,708.1,115.83295723709038
259,708.2,115.86263000122551
260,708.3,116.25736227830801
261,708.4,116.31560287918373
262,708.5,116.42127272306338
263,708.6,116.42127272306338
264,708.7,116.31560287918373
265,708.8,116.12364544328847
266,708.9,116.16786632264437
267,709.0,116.15194115730428
268,709.1,116.23974858100686
269,709.2,116.14014362237677
270,709.3,116.02708111610778
271,709.4,116.02708111610778
272,709.5,115.22217929988693
273,709.6,114.48819685300057
274,709.7,114.39395769962248
275,709.8,114.39395769962248
276,709.9,114.43805927006504
277,710.0,114.43805927006504
278,710.1,114.7348300981339
279,710.2,114.53383423910175
280,710.3,113.72638840756039
281,710.4,114.31009259808388
282,710.5,113.81227057943427
283,710.6,113.99802662722887
284,710.7,114.82963199972545
285,710.8,114.9066015626141
286,710.9,115.66065595400192
287,711.0,116.64284046522255
288,711.1,116.57342575216943
289,711.2,120.27440502786156
290,711.3,121.30635907021752
291,711.4,122.2306062583685
292,711.5,122.2306062583685
293,711.6,120.27237113851896
294,711.7,118.30410895723756
295,711.8,117.2322277117725
296,711.9,116.48501514514652
297,712.0,117.12489346599247
298,712.1,117.91137038722152
299,712.2,118.05300889436772
300,712.3,118.11498632920339
301,712.4,117.1173228415963
302,712.5,116.79961243238617
303,712.6,116.01141287299754
304,712.7,116.19186699720599
305,712.8,116.47773527717496
306,712.9,116.11416715352387
307,713.0,116.18326655661502
308,713.1,116.18326655661502
309,713.2,116.3089954715155
310,713.3,116.73511425830377
311,713.4,116.84078410218342
312,713.5,116.84078410218342
313,713.6,116.90923897997364
314,713.7,117.59722659550181
315,713.8,117.66427408433229
316,713.9,117.94010260660211
317,714.0,117.97548253950713
318,714.1,117.70106334419893
319,714.2,116.90923897997364
320,714.3,116.54455453471982
321,714.4,116.90923897997364
322,714.5,117.76387904296239
323,714.6,117.06425889487326
324,714.7,116.61468474081832
325,714.8,115.68422633679538
326,714.9,115.86132026173267
327,715.0,116.80894670068314
328,715.1,116.60160415911969
329,715.2,117.14174786118046
330,715.3,117.60322968678373
331,715.4,117.59722659550181
332,715.5,117.60885912806276
333,715.6,119.25101558840564
334,715.7,119.57843489534106
335,715.8,119.57843489534106
336,715.9,119.64810921959872
337,716.0,117.59808484179
338,716.1,116.26891824358982
339,716.2,115.89984643517445
340,716.3,116.34698628537394
341,716.4,116.5283802273622
342,716.5,116.80649163405666
343,716.6,117.22380700189689
344,716.7,118.20347598042089
345,716.8,118.4237186952586
346,716.9,118.22293430647173
347,717.0,117.57771411574203
348,717.1,116.96196036701393
349,717.2,116.48600231328322
350,717.3,116.61043949496687
351,717.4,117.22316216786764
352,717.5,117.37114297041009
353,717.6,118.72178516889673
354,717.7,121.78505806470787
355,717.8,121.84610246225643
356,717.9,122.95022060005348
357,718.0,122.88917620250493
358,718.1,122.33862199948034
359,718.2,121.59857341282866
360,718.3,121.91853097499116
361,718.4,121.95376242642912
362,718.5,122.30092163955783
363,718.6,123.31466488804453
364,718.7,122.67209676578742
365,718.8,121.27574705337703
366,718.9,118.47795410241844
367,719.0,118.1166849076525
368,719.1,117.00460656078701
369,719.2,116.28816797465257
370,719.3,115.69017137691826
371,719.4,116.03256492724651
372,719.5,115.48330902587956
373,719.6,115.71242709749839
374,719.7,115.26480794071215
375,719.8,116.10665497336355
376,719.9,116.46389445724968
377,720.0,116.86235540838383
378,720.1,117.57558061737217
379,720.2,118.29437104341528
380,720.3,118.56856489755477
381,720.4,118.60361935313811
382,720.5,118.10431983984844
383,720.6,117.89245513476514
384,720.7,116.82745309097056
385,720.8,116.70013178034085
386,720.9,116.70013178034085
387,721.0,117.12831598602959
388,721.1,117.29919691164244
389,721.2,116.35044443769182
390,721.3,116.09319338299869
391,721.4,115.74353774038883
392,721.5,115.67616866382647
393,721.6,115.10585169307618
394,721.7,115.10585169307618
395,721.8,115.36985672458545
396,721.9,115.85599989422441
397,722.0,116.07815420789646
398,722.1,116.4101694562228
399,722.2,116.59400238925356
400,722.3,116.71020319646975
401,722.4,116.71020319646975
402,722.5,116.38059438606074
403,722.6,115.4307046519762
404,722.7,114.63194915079973
405,722.8,116.12046061187019
406,722.9,117.34634707839524
407,723.0,118.87724314298273
408,723.1,119.4660998935306
409,723.2,117.69167907376014
410,723.3,116.66618525635695
411,723.4,115.8749722508219
412,723.5,115.6989106355818
413,723.6,115.80872554921075
414,723.7,116.05388656754201
415,723.8,116.03149917731271
416,723.9,116.1490115378005
417,724.0,116.08028502513149
418,724.1,116.29092656231764
419,724.2,116.60612711973326
420,724.3,115.91289541917028
421,724.4,115.71993503790296
422,724.5,116.12535359377475
423,724.6,116.12535359377475
424,724.7,116.0155386801458
425,724.8,116.16703100653264
426,724.9,117.04702161252571
427,725.0,117.1318031714624
428,725.1,117.347810895363
429,725.2,117.73181966313143
430,725.3,117.62976987167708
431,725.4,117.42122036071561
432,725.5,116.12534410384454
433,725.6,115.78596175842118
434,725.7,115.6519705564947
435,725.8,115.35995126587314
436,725.9,115.61231206581239
437,726.0,115.76178547012366
438,726.1,116.48748745734774
439,726.2,116.76825373645643
440,726.3,117.36672367632
441,726.4,117.12846446898558
442,726.5,116.74358910542749
443,726.6,116.61047534140214
444,726.7,116.6618751940955
445,726.8,116.84509957307706
446,726.9,116.71495577243735
447,727.0,116.47795683046795
448,727.1,116.76811548876643
449,727.2,116.57542829072818
450,727.3,116.33720880892784
451,727.4,116.12534410384454
452,727.5,116.12534410384454
453,727.6,116.06793263208922
454,727.7,116.06793263208922
455,727.8,116.36701738775676
456,727.9,116.38351556684506
457,728.0,116.4377403003824
458,728.1,116.39827482091174
459,728.2,116.06793263208922
460,728.3,116.06793263208922
461,728.4,116.62514192690351
462,728.5,116.40791110388082
463,728.6,116.19363380919243
464,728.7,116.23510186407292
465,728.8,116.30071734810868
466,728.9,116.25934479570122
467,729.0,115.89577667205013
468,729.1,115.82236720669752
469,729.2,116.3042051700415
470,729.3,115.28434561567514
471,729.4,114.95602063509712
472,729.5,114.15517899635151
473,729.6,113.63803910512938
474,729.7,114.36677064080217
475,729.8,115.53809882569728
476,729.9,115.62407328566225
477,730.0,115.74752782357133
478,730.1,115.69659029284661
479,730.2,115.10863398725792
480,730.3,114.85977721953803
481,730.4,114.826411538798
482,730.5,115.15771841855923
483,730.6,115.41749624239212
484,730.7,115.90245964182415
485,730.8,115.9978921018358
486,730.9,115.90245964182415
487,731.0,115.9383605753935
