,DEPT,Pred_DTC
0,783.8,126.50580000000002
1,783.9,126.50580000000002
2,784.0,126.41960000000002
3,784.1,124.3993
4,784.2,124.57540000000002
5,784.3,127.04930000000002
6,784.4,127.04930000000002
7,784.5,127.10100000000003
8,784.6,128.80859999999998
9,784.7,125.69499999999998
10,784.8,123.556
11,784.9,122.82570000000001
12,785.0,122.97149999999996
13,785.1,125.4292
14,785.2,126.11750000000002
15,785.3,123.94389999999999
16,785.4,122.01989999999998
17,785.5,122.375
18,785.6,122.2615
19,785.7,123.42370000000001
20,785.8,123.43039999999999
21,785.9,123.66299999999998
22,786.0,122.5119
23,786.1,122.76610000000001
24,786.2,123.6434
25,786.3,122.8531
26,786.4,121.6893
27,786.5,121.51639999999998
28,786.6,121.71699999999998
29,786.7,121.71699999999998
30,786.8,121.71699999999998
31,786.9,123.19329999999998
32,787.0,123.23329999999999
33,787.1,122.8792
34,787.2,121.69089999999998
35,787.3,121.30080000000001
36,787.4,125.3336
37,787.5,125.3483
38,787.6,123.7893
39,787.7,124.89809999999997
40,787.8,124.90339999999999
41,787.9,125.00569999999998
42,788.0,126.23549999999997
43,788.1,125.57090000000001
44,788.2,124.67639999999999
45,788.3,121.8346
46,788.4,122.10939999999998
47,788.5,120.8605
48,788.6,121.3628
49,788.7,120.9058
50,788.8,121.1584
51,788.9,120.9058
52,789.0,120.7
53,789.1,120.14450000000002
54,789.2,119.9875
55,789.3,121.6892
56,789.4,121.50019999999999
57,789.5,121.984
58,789.6,121.73140000000001
59,789.7,120.8392
60,789.8,120.8392
61,789.9,121.73140000000001
62,790.0,120.9058
63,790.1,120.9299
64,790.2,119.6643
65,790.3,118.1174
66,790.4,119.06670000000001
67,790.5,118.88970000000002
68,790.6,118.91830000000002
69,790.7,119.07270000000001
70,790.8,119.06480000000002
71,790.9,120.84100000000001
72,791.0,119.3469
73,791.1,121.29159999999999
74,791.2,123.1473
75,791.3,124.2432
76,791.4,125.2307
77,791.5,126.8459
78,791.6,127.0649
79,791.7,126.21509999999998
80,791.8,126.82799999999997
81,791.9,123.36179999999999
82,792.0,121.3108
83,792.1,126.69379999999998
84,792.2,126.57809999999999
85,792.3,126.61619999999998
86,792.4,128.802
87,792.5,128.69389999999999
88,792.6,127.6261
89,792.7,128.7053
90,792.8,127.3051
91,792.9,125.89670000000001
92,793.0,122.8128
93,793.1,123.50699999999999
94,793.2,122.8128
95,793.3,125.58630000000001
96,793.4,125.86389999999999
97,793.5,124.35539999999999
98,793.6,124.8549
99,793.7,120.628
100,793.8,119.91409999999999
101,793.9,121.18789999999998
102,794.0,123.4588
103,794.1,125.10999999999999
104,794.2,125.76929999999997
105,794.3,124.34799999999998
106,794.4,125.8907
107,794.5,127.7903
108,794.6,124.6134
109,794.7,122.13519999999998
110,794.8,125.1733
111,794.9,123.31999999999998
112,795.0,125.48830000000001
113,795.1,122.6999
114,795.2,127.32540000000002
115,795.3,125.8414
116,795.4,117.81909999999998
