,DEPT,Pred_DTC
0,643.585,121.24232721339484
1,643.738,114.85041218309308
2,643.89,119.15882776329144
3,644.0419999999999,121.53222537686906
4,644.195,121.31593188691309
5,644.347,121.8901093272217
6,644.5,121.40605627956964
7,644.6519999999999,120.55533293939254
8,644.804,111.73091485526015
9,644.957,111.1951028588831
10,645.109,111.6499540037641
11,645.262,111.90856483352937
12,645.414,111.54107093760956
13,645.566,111.68405369308533
14,645.719,112.23845137508042
15,645.871,112.47000779651023
16,646.024,111.29663681031036
17,646.1759999999999,110.8329378412208
18,646.328,110.8918557975449
19,646.481,111.37709178671477
20,646.633,111.46114511963307
21,646.786,110.4361739398571
22,646.938,108.66042441634426
23,647.09,103.86834276084983
24,647.243,97.3126130718822
25,647.395,91.52949843888797
26,647.548,89.92040747489702
27,647.7,90.06486601368499
28,647.852,91.13648027915917
29,648.005,92.07374496538148
30,648.1569999999999,93.3600158056932
31,648.31,94.25772178046898
32,648.462,97.23550303473411
33,648.614,103.35449770012167
34,648.7669999999999,110.55433371615027
35,648.919,114.97831793625429
36,649.072,113.77782941995531
37,649.224,108.5834557584046
38,649.376,103.9521318604431
39,649.529,100.27363309989698
40,649.681,98.62603472829633
41,649.8340000000001,98.31125186755935
42,649.986,102.34732082047756
43,650.138,109.61407999497635
44,650.2909999999999,116.39097476606085
45,650.443,120.01253893433403
46,650.596,120.68012063716014
47,650.748,120.41428068961383
48,650.9,120.38054810165679
49,651.053,121.06849414979172
50,651.205,121.87479675891518
51,651.3580000000001,122.6289350233059
52,651.51,122.47017260003983
53,651.6619999999999,122.00336980309311
54,651.815,121.71988694947186
55,651.967,121.4944915588622
56,652.12,121.78008329102246
57,652.2719999999999,121.78628028229218
58,652.424,121.5787542770098
59,652.577,121.43294912161889
60,652.729,121.39678098174937
61,652.882,121.39090275219252
62,653.034,121.30318505899226
63,653.186,121.44147411620722
64,653.339,121.63790785475098
65,653.491,121.10475988365542
66,653.644,120.57707618832589
67,653.7959999999999,120.27147651717496
68,653.948,120.74413892320715
69,654.101,120.8633751689782
70,654.253,120.89276490450013
71,654.406,121.27688766925309
72,654.558,121.60644193407958
73,654.71,121.34829404618736
74,654.863,120.94493949315077
75,655.015,120.46763868139996
76,655.168,119.5793521107895
77,655.32,119.29865809956272
78,655.472,119.29714745986593
79,655.625,119.9141265483056
80,655.7769999999999,120.5309028792243
81,655.93,120.64069315273358
82,656.082,120.54528740198856
83,656.2339999999999,120.36165887858596
84,656.387,120.53604935355222
85,656.539,120.7309503547362
86,656.692,120.78945899857024
87,656.8439999999999,120.45208117599384
88,656.9960000000001,120.16628055331779
89,657.1489999999999,120.31302247667386
90,657.301,120.10628490180076
91,657.454,119.63236485038237
92,657.6060000000001,118.89197533342465
93,657.758,118.95979571111872
94,657.9110000000001,119.63701363353059
95,658.063,120.12514661952841
96,658.216,119.85076886904253
97,658.368,118.8739422653012
98,658.52,118.58438655004144
99,658.673,118.63472352757645
