,DEPT,Pred_DTC
0,643.585,120.3525
1,643.738,116.7529
2,643.89,120.3667
3,644.0419999999999,121.95450000000001
4,644.195,121.9535
5,644.347,122.2902
6,644.5,122.6692
7,644.6519999999999,122.7992
8,644.804,110.58510000000001
9,644.957,110.42519999999999
10,645.109,111.86689999999999
11,645.262,112.45610000000002
12,645.414,108.49940000000001
13,645.566,111.5386
14,645.719,111.2127
15,645.871,108.9197
16,646.024,107.41810000000001
17,646.1759999999999,105.1738
18,646.328,109.6351
19,646.481,107.93829999999998
20,646.633,114.42649999999999
21,646.786,107.76460000000002
22,646.938,103.91470000000001
23,647.09,101.10470000000001
24,647.243,81.611
25,647.395,76.0232
26,647.548,66.2049
27,647.7,71.79190000000001
28,647.852,67.00210000000001
29,648.005,74.66600000000001
30,648.1569999999999,70.7125
31,648.31,74.52830000000002
32,648.462,82.3956
33,648.614,88.09079999999999
34,648.7669999999999,98.24609999999998
35,648.919,101.4097
36,649.072,101.8409
37,649.224,99.03819999999999
38,649.376,87.7735
39,649.529,85.24949999999998
40,649.681,82.68979999999999
41,649.8340000000001,80.8386
42,649.986,89.83789999999999
43,650.138,101.4359
44,650.2909999999999,104.8567
45,650.443,109.2619
46,650.596,108.7585
47,650.748,110.68499999999999
48,650.9,109.94179999999999
49,651.053,109.94179999999999
50,651.205,109.0414
51,651.3580000000001,110.0607
52,651.51,111.1473
53,651.6619999999999,108.28249999999998
54,651.815,108.5839
55,651.967,110.7028
56,652.12,120.59729999999999
57,652.2719999999999,120.59470000000002
58,652.424,120.59470000000002
59,652.577,120.59470000000002
60,652.729,115.97850000000001
61,652.882,111.8845
62,653.034,110.60820000000001
63,653.186,117.3136
64,653.339,117.44739999999999
65,653.491,116.1685
66,653.644,120.59470000000002
67,653.7959999999999,121.5201
68,653.948,115.66310000000001
69,654.101,109.3665
70,654.253,109.36389999999999
71,654.406,115.28989999999999
72,654.558,111.17819999999999
73,654.71,112.38519999999998
74,654.863,117.26979999999999
75,655.015,120.37779999999998
76,655.168,119.5171
77,655.32,118.4838
78,655.472,117.30199999999999
79,655.625,117.26979999999999
80,655.7769999999999,109.3809
81,655.93,117.30199999999999
82,656.082,118.9852
83,656.2339999999999,119.90800000000002
84,656.387,117.0762
85,656.539,111.04099999999998
86,656.692,116.26759999999999
87,656.8439999999999,114.69589999999998
88,656.9960000000001,110.27860000000001
89,657.1489999999999,117.93789999999998
90,657.301,117.93789999999998
91,657.454,120.79060000000001
92,657.6060000000001,120.25569999999998
93,657.758,116.6327
94,657.9110000000001,109.64840000000001
95,658.063,109.64840000000001
96,658.216,109.6125
97,658.368,116.2503
98,658.52,115.8545
99,658.673,114.91439999999997
100,658.825,114.8978
101,658.9780000000001,114.4129
102,659.13,113.26559999999999
103,659.2819999999999,112.43230000000001
104,659.435,112.43230000000001
105,659.587,109.8536
106,659.74,117.52169999999998
107,659.8919999999999,112.27529999999999
108,660.044,120.3404
109,660.197,112.2779
110,660.3489999999999,109.86850000000001
111,660.502,107.6845
112,660.654,96.9074
113,660.806,89.5107
114,660.959,81.92930000000001
115,661.1110000000001,95.2481
116,661.2639999999999,100.8864
117,661.416,106.12930000000001
118,661.568,112.76460000000002
119,661.721,109.968
120,661.873,109.51540000000003
121,662.0260000000001,112.7218
122,662.178,116.20660000000001
123,662.33,115.9245
124,662.4830000000001,115.16680000000001
125,662.635,113.7705
126,662.788,117.84259999999999
127,662.94,116.9485
128,663.092,118.06889999999999
129,663.245,117.6567
130,663.3969999999999,116.98119999999999
131,663.55,115.18140000000001
132,663.702,114.7408
133,663.8539999999999,114.91400000000002
134,664.007,117.46869999999998
135,664.159,118.9357
136,664.312,116.4376
137,664.4639999999999,118.05290000000002
138,664.6160000000001,117.16980000000001
139,664.7689999999999,116.14789999999998
140,664.921,113.273
141,665.074,113.22080000000001
142,665.2260000000001,114.31779999999999
143,665.378,116.9562
144,665.5310000000001,115.12450000000001
145,665.683,115.5066
146,665.836,116.13130000000001
147,665.988,116.51559999999999
148,666.14,117.54069999999999
149,666.293,118.204
150,666.445,117.82949999999998
151,666.5980000000001,116.59419999999997
152,666.75,117.35369999999998
153,666.9019999999999,115.83209999999997
154,667.055,118.05799999999999
155,667.207,118.00719999999998
156,667.36,118.4861
157,667.512,117.53410000000001
158,667.664,115.25550000000001
159,667.817,116.56060000000002
160,667.9689999999999,115.59080000000002
161,668.122,114.2181
162,668.2739999999999,113.5429
163,668.426,113.5429
164,668.579,113.9408
165,668.7310000000001,114.24160000000002
166,668.8839999999999,117.34549999999999
167,669.0360000000001,115.7423
168,669.188,117.64880000000001
169,669.341,117.9686
170,669.493,118.66190000000002
171,669.6460000000001,118.6058
172,669.798,119.05930000000001
173,669.95,118.4029
174,670.1030000000001,118.7109
175,670.255,118.9796
176,670.408,118.76219999999998
177,670.56,119.0171
178,670.712,115.9256
179,670.865,113.6925
180,671.0169999999999,115.04980000000003
181,671.17,117.8596
182,671.322,119.0393
183,671.4739999999999,117.71260000000002
184,671.627,117.6901
185,671.779,118.02520000000001
186,671.932,113.91069999999999
187,672.084,116.39269999999999
188,672.2360000000001,118.39169999999999
189,672.3889999999999,118.1848
190,672.541,118.82390000000001
191,672.694,117.9787
192,672.846,117.78149999999998
193,672.998,118.6147
194,673.1510000000001,118.1833
195,673.303,118.72349999999999
196,673.456,118.20269999999998
197,673.6080000000001,118.38309999999998
198,673.76,118.27799999999999
