,DEPT,Pred_DTC
0,651.053,120.63269176639395
1,651.205,121.18270861321324
2,651.3580000000001,120.68763967010969
3,651.51,124.22479812643424
4,651.6619999999999,126.07149785545528
5,651.815,127.1378191009743
6,651.967,126.8505431498849
7,652.12,128.02137016407715
8,652.2719999999999,127.64994697461199
9,652.424,125.76205215518999
10,652.577,125.50662179220036
11,652.729,125.50662179220036
12,652.882,125.75947737191247
13,653.034,126.86318486826696
14,653.186,127.06720222805455
15,653.339,127.39960486298497
16,653.491,121.74205433783987
17,653.644,121.04461039368066
18,653.7959999999999,117.90658799781464
19,653.948,114.11759733635178
20,654.101,114.43149463070996
21,654.253,114.2766941143324
22,654.406,114.84211148907576
23,654.558,115.2756287388674
24,654.71,114.1665806740276
25,654.863,114.32614264620383
26,655.015,116.19514762564005
27,655.168,116.02938984958608
28,655.32,113.22918290867806
29,655.472,111.05274019040117
30,655.625,112.55250490967313
31,655.7769999999999,113.85103409829992
32,655.93,113.90850766979119
33,656.082,113.8574083822607
34,656.2339999999999,113.62744429630996
35,656.387,114.99563613854845
36,656.539,115.2342165806577
37,656.692,115.42226782100796
38,656.8439999999999,115.96533692007186
39,656.9960000000001,113.43713349230877
40,657.1489999999999,115.07676244750853
41,657.301,115.89935012557001
42,657.454,116.03920301400653
43,657.6060000000001,115.05343480521944
44,657.758,113.89301913018606
45,657.9110000000001,113.89301913018606
46,658.063,115.77264834352574
47,658.216,116.76180738115274
48,658.368,116.54088248186858
49,658.52,115.82717364529833
50,658.673,116.43838704237395
51,658.825,117.11144517461639
52,658.9780000000001,117.44402461890598
53,659.13,117.349251258947
54,659.2819999999999,117.13440901796409
55,659.435,116.5110775694029
56,659.587,113.84287132402406
57,659.74,113.71380661150747
58,659.8919999999999,113.61743582414525
59,660.044,113.86985124746212
60,660.197,115.76679488290472
61,660.3489999999999,116.97833480472782
62,660.502,117.54207853068198
63,660.654,117.70515560970308
64,660.806,117.64179081597905
65,660.959,117.49326093131653
66,661.1110000000001,116.75791105800286
67,661.2639999999999,115.95140077336694
68,661.416,115.41956523417498
69,661.568,115.55647149667833
70,661.721,116.31063061794366
71,661.873,117.23863635860435
72,662.0260000000001,117.39623104041384
73,662.178,117.86966824856339
74,662.33,117.68563851496289
75,662.4830000000001,114.82288882183954
76,662.635,117.46888822252927
77,662.788,117.49975116131989
78,662.94,117.94969398757506
79,663.092,118.31799701936282
80,663.245,118.20530730344493
81,663.3969999999999,117.80699248736434
82,663.55,117.9040192133066
83,663.702,117.15735453164021
84,663.8539999999999,112.0044396529528
85,664.007,103.42578918503793
86,664.159,109.5549375862585
87,664.312,113.8766936064619
88,664.4639999999999,116.07696225781062
89,664.6160000000001,116.9643382310727
90,664.7689999999999,116.91032058196788
91,664.921,116.98529936790213
92,665.074,116.79932569169699
93,665.2260000000001,116.83018863048761
94,665.378,116.66140914019857
95,665.5310000000001,117.85616167918637
96,665.683,117.90736661821298
