,DEPT,Pred_DTC
0,654.101,122.38730000000001
1,654.253,122.3527
2,654.406,122.45270000000001
3,654.558,123.31620000000001
4,654.71,125.5528
5,654.863,125.5528
6,655.015,124.01939999999999
7,655.168,125.5528
8,655.32,124.85500000000002
9,655.472,124.49299999999998
10,655.625,125.2357
11,655.7769999999999,125.4769
12,655.93,125.2424
13,656.082,125.06269999999999
14,656.2339999999999,123.37930000000001
15,656.387,125.23769999999999
16,656.539,124.48059999999998
17,656.692,124.49639999999997
18,656.8439999999999,124.41029999999998
19,656.9960000000001,124.57759999999999
20,657.1489999999999,124.7597
21,657.301,124.58689999999999
22,657.454,124.8243
23,657.6060000000001,123.92130000000002
24,657.758,123.99630000000002
25,657.9110000000001,123.1739
26,658.063,123.31479999999999
27,658.216,124.20329999999998
28,658.368,123.7847
29,658.52,123.7847
30,658.673,123.63250000000001
31,658.825,123.29350000000002
32,658.9780000000001,123.8528
33,659.13,123.5153
34,659.2819999999999,123.5153
35,659.435,123.70739999999998
36,659.587,123.3742
37,659.74,124.56969999999998
38,659.8919999999999,124.4019
39,660.044,124.4031
40,660.197,123.92369999999998
41,660.3489999999999,124.53419999999998
42,660.502,123.9876
43,660.654,124.05429999999998
44,660.806,124.47
45,660.959,124.53630000000001
46,661.1110000000001,123.46000000000001
47,661.2639999999999,124.44649999999999
48,661.416,124.94069999999999
49,661.568,124.59190000000001
50,661.721,125.4099
51,661.873,125.5818
52,662.0260000000001,124.975
53,662.178,124.8084
54,662.33,125.3442
55,662.4830000000001,125.77539999999999
56,662.635,125.6004
57,662.788,125.51230000000001
58,662.94,125.51230000000001
59,663.092,125.5769
60,663.245,125.5769
61,663.3969999999999,125.23860000000002
62,663.55,125.87610000000002
63,663.702,125.71460000000002
64,663.8539999999999,123.107
65,664.007,115.7019
66,664.159,114.0566
67,664.312,116.234
68,664.4639999999999,125.46780000000001
69,664.6160000000001,124.6923
70,664.7689999999999,124.20049999999999
71,664.921,124.20049999999999
72,665.074,124.151
73,665.2260000000001,124.4241
74,665.378,126.3323
75,665.5310000000001,122.4518
76,665.683,116.11359999999999
77,665.836,125.65880000000001
78,665.988,125.03880000000001
79,666.14,125.19560000000001
80,666.293,125.3442
81,666.445,115.63559999999998
82,666.5980000000001,114.8484
83,666.75,125.3442
84,666.9019999999999,125.42759999999998
85,667.055,125.5942
86,667.207,125.3442
87,667.36,118.27080000000001
88,667.512,115.2385
89,667.664,118.27080000000001
90,667.817,125.9751
91,667.9689999999999,125.9751
92,668.122,125.7343
93,668.2739999999999,116.55209999999997
94,668.426,116.80209999999997
95,668.579,122.4487
96,668.7310000000001,124.9742
97,668.8839999999999,124.39280000000001
98,669.0360000000001,125.45540000000001
99,669.188,125.36570000000002
100,669.341,126.0691
101,669.493,122.42999999999999
102,669.6460000000001,118.03179999999998
103,669.798,117.57959999999999
104,669.95,117.4725
105,670.1030000000001,122.237
106,670.255,122.4487
107,670.408,123.87240000000001
108,670.56,125.5942
109,670.712,125.62570000000001
110,670.865,125.25430000000001
111,671.0169999999999,125.3415
112,671.17,123.82959999999999
113,671.322,125.07309999999998
114,671.4739999999999,125.0212
115,671.627,125.1297
116,671.779,116.93139999999998
117,671.932,116.49099999999999
118,672.084,115.5631
119,672.2360000000001,115.0622
120,672.3889999999999,112.2287
121,672.541,112.2287
122,672.694,112.4787
123,672.846,112.4787
124,672.998,107.08709999999999
125,673.1510000000001,110.5542
126,673.303,111.77170000000001
127,673.456,114.2693
128,673.6080000000001,115.1528
129,673.76,104.40869999999998
130,673.913,108.78949999999998
131,674.065,107.68559999999998
132,674.2180000000001,112.4007
133,674.37,112.4007
